Power status;Alerts status;Meters status;Accounting status;In Contract;Connection type;Company;Printer;Printer's address;Manufacturer;Model;Serial;Site;Department;Contact;Asset number;Location;Days without meters;PAT;Last meter
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;True;Network;CENTRO_DE_PREPARACAO_OFICIAIS_RESERVA_SP;Kyocera ECOSYS M2040dn;10.12.60.44;Kyocera;ECOSYS M2040dn;VR92805053;CENTRO DE PREPARAÇÃO DE OFICIAIS DA RESERVA E COLÉGIO MILITAR DE SÃO PAULO;D.P;;;;120;;12/05/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CENTRO_DE_PREPARACAO_OFICIAIS_RESERVA_SP;Kyocera ECOSYS M2040dn;10.12.60.42;Kyocera;ECOSYS M2040dn;VR92804922;CENTRO DE PREPARAÇÃO DE OFICIAIS DA RESERVA E COLÉGIO MILITAR DE SÃO PAULO;;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;True;Network;CENTRO_DE_PREPARACAO_OFICIAIS_RESERVA_SP;Xerox VersaLink C505;10.12.60.43;Xerox;VersaLink C505;3RB708191;CENTRO DE PREPARAÇÃO DE OFICIAIS DA RESERVA E COLÉGIO MILITAR DE SÃO PAULO;R.P;;;;536;;22/03/2024
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CENTRO_DE_PREPARACAO_OFICIAIS_RESERVA_SP;D.A;10.12.60.41;Kyocera;ECOSYS M2040dn;VR92804923;CENTRO DE PREPARAÇÃO DE OFICIAIS DA RESERVA E COLÉGIO MILITAR DE SÃO PAULO;D.A;;;;0;;09/09/2025
On;RedEvent;CountersEnabled;NoBillingData;True;Network;CENTRO_DE_PREPARACAO_OFICIAIS_RESERVA_SP;D.E;10.12.60.40;Kyocera;ECOSYS M2040dn;VR92804760;CENTRO DE PREPARAÇÃO DE OFICIAIS DA RESERVA E COLÉGIO MILITAR DE SÃO PAULO;D.E;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;CENTRO_DE_PREPARACAO_OFICIAIS_RESERVA_SP;SETOR_RP;10.12.63.156;Kyocera;ECOSYS MA3500cix;H7Q4801266;CENTRO DE PREPARAÇÃO DE OFICIAIS DA RESERVA E COLÉGIO MILITAR DE SÃO PAULO;;;;;169;;24/03/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;CENTRO_DE_PREPARACAO_OFICIAIS_RESERVA_SP;SETOR_STE;10.12.63.158;Kyocera;ECOSYS MA3500cix;H7Q4801304;CENTRO DE PREPARAÇÃO DE OFICIAIS DA RESERVA E COLÉGIO MILITAR DE SÃO PAULO;;;;;1;;08/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.114;Kyocera;ECOSYS M2040dn;VR92804842;COLEGIO MILITAR DE FORTALEZA - CMF;1º CIA;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.101;Kyocera;ECOSYS M2040dn;VR92X07021;COLEGIO MILITAR DE FORTALEZA - CMF;SEC SAUDE;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.127;Kyocera;ECOSYS M2040dn;VR92Y09017;COLEGIO MILITAR DE FORTALEZA - CMF;COORDE 3º ANO;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.172;Kyocera;ECOSYS M2040dn;VR92804352;COLEGIO MILITAR DE FORTALEZA - CMF;SALC;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.118;Kyocera;ECOSYS M2040dn;VR92Y09022;COLEGIO MILITAR DE FORTALEZA - CMF;SUPERVISÃO ESCOLAR ;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;True;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.108;Kyocera;ECOSYS M2040dn;VR92Y09030;COLEGIO MILITAR DE FORTALEZA - CMF;ALMOX;;;;312;;01/11/2024
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;True;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.170;Kyocera;ECOSYS M2040dn;VR92804312;COLEGIO MILITAR DE FORTALEZA - CMF;;;;;203;;18/02/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;True;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.110;Kyocera;ECOSYS M2040dn;VR92Y09025;COLEGIO MILITAR DE FORTALEZA - CMF;CCSV;;;;278;;05/12/2024
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;True;Network;CMF;Kyocera ECOSYS M3655idn;10.100.40.104;Kyocera;ECOSYS M3655idn;R4P3327818;COLEGIO MILITAR DE FORTALEZA - CMF;03 STE;;;;267;;16/12/2024
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.116;Kyocera;ECOSYS M2040dn;VR92Y09028;COLEGIO MILITAR DE FORTALEZA - CMF;TESOURARIA;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;True;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.135;Kyocera;ECOSYS M2040dn;VR92Y09019;COLEGIO MILITAR DE FORTALEZA - CMF;COORDE 9º ANO;;;;372;;02/09/2024
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.111;Kyocera;ECOSYS M2040dn;VR92X07050;COLEGIO MILITAR DE FORTALEZA - CMF;LEM;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;True;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.173;Kyocera;ECOSYS M2040dn;VR92X06802;COLEGIO MILITAR DE FORTALEZA - CMF;AJ GERAL;;;;501;;26/04/2024
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;True;Network;CMF;Kyocera ECOSYS M3655idn;10.100.40.106;Kyocera;ECOSYS M3655idn;R4P3327821;COLEGIO MILITAR DE FORTALEZA - CMF;SAEE;;;;208;;13/02/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;CMF;Kyocera ECOSYS M3655idn;10.100.40.105;Kyocera;ECOSYS M3655idn;R4P3327676;COLEGIO MILITAR DE FORTALEZA - CMF;02 STE;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.109;Kyocera;ECOSYS M2040dn;VR92Y07913;COLEGIO MILITAR DE FORTALEZA - CMF;PSICO;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.117;Kyocera;ECOSYS M2040dn;VR92Y09144;COLEGIO MILITAR DE FORTALEZA - CMF;MONITORIA 2º ANO;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.124;Kyocera;ECOSYS M2040dn;VR92X07045;COLEGIO MILITAR DE FORTALEZA - CMF;SEF;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.115;Kyocera;ECOSYS M2040dn;VR92Y08009;COLEGIO MILITAR DE FORTALEZA - CMF;SLOP;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.140;Kyocera;ECOSYS M2040dn;VR92Y09020;COLEGIO MILITAR DE FORTALEZA - CMF;COORD 1º e 2º ANO;;;;0;;09/09/2025
Unknown;NoMonitoringData;NoCountersData;NoBillingRecently;False;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.125;Kyocera;ECOSYS M2040dn;VR92Y07905;COLEGIO MILITAR DE FORTALEZA - CMF;;;;;-;;-
On;NoEvents;CountersEnabled;NoBillingData;False;Network;CMF;Kyocera TASKalfa 5004i;10.100.41.177;Kyocera;TASKalfa 5004i;W753900010;COLEGIO MILITAR DE FORTALEZA - CMF;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;CMF;Kyocera ECOSYS M3655idn;10.100.40.228;Kyocera;ECOSYS M3655idn;R4P2Z21544;COLEGIO MILITAR DE FORTALEZA - CMF;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.108;Kyocera;ECOSYS M2040dn;VR92403098;COLEGIO MILITAR DE FORTALEZA - CMF;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.110;Kyocera;ECOSYS M2040dn;VR92804266;COLEGIO MILITAR DE FORTALEZA - CMF;;;;;0;;09/09/2025
On;NoEvents;NoCountersData;NoBillingData;False;Network;CMF;Canon G4010;10.100.41.40;Canon;G4010;;COLEGIO MILITAR DE FORTALEZA - CMF;;;;;-;;-
On;NoEvents;CountersEnabled;NoBillingData;False;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.125;Kyocera;ECOSYS M2040dn;VR92906099;COLEGIO MILITAR DE FORTALEZA - CMF;;;;;0;;09/09/2025
On;OrangeEvent;CountersEnabled;NoBillingData;False;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.170;Kyocera;ECOSYS M2040dn;VR92Y07909;COLEGIO MILITAR DE FORTALEZA - CMF;;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;CMF;Kyocera ECOSYS MA5500ifx;10.100.41.211;Kyocera;ECOSYS MA5500ifx;WDS3809859;COLEGIO MILITAR DE FORTALEZA - CMF;;;;;197;;24/02/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;CMF;Kyocera ECOSYS M3655idn;10.100.40.174;Kyocera;ECOSYS M3655idn;R4P2Z21549;COLEGIO MILITAR DE FORTALEZA - CMF;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;CMF;Kyocera ECOSYS M3655idn;10.100.40.104;Kyocera;ECOSYS M3655idn;R4P2Z17511;COLEGIO MILITAR DE FORTALEZA - CMF;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;CMF;Kyocera ECOSYS M3655idn;10.100.40.122;Kyocera;ECOSYS M3655idn;R4P3327566;COLEGIO MILITAR DE FORTALEZA - CMF;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.173;Kyocera;ECOSYS M2040dn;VR92906178;COLEGIO MILITAR DE FORTALEZA - CMF;;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.135;Kyocera;ECOSYS M2040dn;VR93X21207;COLEGIO MILITAR DE FORTALEZA - CMF;;;;;13;;27/08/2025
Off;OrangeEvent;NoCountersData;NoBillingData;False;Network;CMF;Canon G4010;10.100.41.245;Canon;G4010;;COLEGIO MILITAR DE FORTALEZA - CMF;;;;;-;;-
On;NoEvents;CountersEnabled;NoBillingData;False;Network;CMF;Kyocera ECOSYS M2040dn;10.100.40.135;Kyocera;ECOSYS M2040dn;VR94830173;COLEGIO MILITAR DE FORTALEZA - CMF;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS P2040dw;10.59.109.61;Kyocera;ECOSYS P2040dw;VD23178657;Florianópolis;CAC-Mesa 26;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS P2040dw;10.59.109.63;Kyocera;ECOSYS P2040dw;VD23178651;Florianópolis;CAC-Autoatendimento;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS P2040dw;10.59.109.64;Kyocera;ECOSYS P2040dw;VD23178661;Florianópolis;CAC-Orientado;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.109.70;Kyocera;ECOSYS M3655idn;R4P2Y13676;Florianópolis;SATEC;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS P2040dw;10.59.109.65;Kyocera;ECOSYS P2040dw;VD23178178;Florianópolis;CAC-Mesa 21;;;;0;;09/09/2025
On;OrangeEvent;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS P2040dw;10.59.109.66;Kyocera;ECOSYS P2040dw;VD23178653;Florianópolis;CAC-Autoatendimento;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS P2040dw;10.59.109.67;Kyocera;ECOSYS P2040dw;VD23178611;Florianópolis;SAGEP;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS P2040dw;10.59.109.69;Kyocera;ECOSYS P2040dw;VD23178660;Florianópolis;EQPAR;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.120.22;Kyocera;ECOSYS M3655idn;R4P2Z22634;Florianópolis;DRJ09;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS P2040dw;10.59.109.68;Kyocera;ECOSYS P2040dw;VD23178612;Florianópolis;MALHA;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.109.75;Kyocera;ECOSYS M3655idn;R4P2Z22633;Florianópolis;Sala T39;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M6235cidn;10.59.109.81;Kyocera;ECOSYS M6235cidn;RHC3300669;Alfândega - Florianópolis;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M6235cidn;10.59.124.110;Kyocera;ECOSYS M6235cidn;RHC3300668;Florianópolis;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.109.78;Kyocera;ECOSYS M3655idn;R4P2Z22562;Florianópolis;Sala T54;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.109.73;Kyocera;ECOSYS M3655idn;R4P2Y13672;Florianópolis;EFI1-Sala 249;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.109.72;Kyocera;ECOSYS M3655idn;R4P2Y13669;Florianópolis;CAC-Mesa 14;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.124.109;Kyocera;ECOSYS M3655idn;R4P2Z22624;Alfândega - Florianópolis;ALF/FNS/CAC;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.109.80;Kyocera;ECOSYS M3655idn;R4P2Z22626;Florianópolis;SEORT;;;;0;;09/09/2025
On;RedEvent;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.109.74;Kyocera;ECOSYS M3655idn;R4P2Y13677;Florianópolis;SEFIS-Sala 243;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.109.77;Kyocera;ECOSYS M3655idn;R4P2Z22629;Florianópolis;SEORT;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.109.79;Kyocera;ECOSYS M3655idn;R4P2Y13674;Florianópolis;Sala T51;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.109.71;Kyocera;ECOSYS M3655idn;R4P2Y13665;Florianópolis;CAC-Secretárias;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.124.108;Kyocera;ECOSYS M3655idn;R4P2Z22621;Alfândega - Florianópolis;ALF/FNS/CORRED;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.109.76;Kyocera;ECOSYS M3655idn;R4P2Z22623;Florianópolis;SEPOL;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M6235cidn;10.59.180.22;Kyocera;ECOSYS M6235cidn;RHC3300663;Alfandega - Itajaí/SC;RECEITA FEDERAL - ITAJAÍ COLOR E PB;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS P2040dw;10.59.161.110;Kyocera;ECOSYS P2040dw;VD23178646;Joinville;CAC;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M6235cidn;10.59.172.101;Kyocera;ECOSYS M6235cidn;RHC3300657;Alfândega - São Francisco do Sul/SC;RECEITA - FRANCISCO DO SUL - MONO E COLOR;;;;0;;09/09/2025
On;RedEvent;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M6235cidn;10.59.161.101;Kyocera;ECOSYS M6235cidn;RHC3300659;Joinville;SAPOL mono e color;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M6235cidn;10.59.140.37;Kyocera;ECOSYS M6235cidn;RHC3300676;Joaçaba;DRF – 2º ANDAR – Mono e Color;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.114.31;Kyocera;ECOSYS M3655idn;R4P2Y13256;Tubarão;ARF/TUB;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS P2040dw;10.59.161.104;Kyocera;ECOSYS P2040dw;VD23178649;Joinville;GABINETE DELEGADO ADJ;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS P2040dw;10.59.161.111;Kyocera;ECOSYS P2040dw;VD23178647;Joinville;SAFIS;;;;0;;09/09/2025
On;RedEvent;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS P2040dw;10.59.161.115;Kyocera;ECOSYS P2040dw;VD23380782;Joinville;SAORT;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS P2040dw;10.59.161.116;Kyocera;ECOSYS P2040dw;VD23178631;Joinville;NÃO INSTALADA;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.140.35;Kyocera;ECOSYS M3655idn;R4P2X12816;Joaçaba;DRF/JOA – 2º ANDAR (Sapol/Satec/Gabinete);;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS P2040dw;10.59.161.113;Kyocera;ECOSYS P2040dw;VD23178642;Joinville;PLANTÃO FISCAL – SIDINEI;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.114.32;Kyocera;ECOSYS M3655idn;R4P2Y13670;Tubarão;ARF/TUB;;;;0;;09/09/2025
On;OrangeEvent;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.180.29;Kyocera;ECOSYS M3655idn;R4P2Z19842;Alfandega - Itajaí/SC;RECEITA FEDERAL - ITAJAÍ;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.130.102;Kyocera;ECOSYS M3655idn;R4P2Y13662;Imbituba;IRF/IMB;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS P2040dw;10.59.161.105;Kyocera;ECOSYS P2040dw;VD23178648;Joinville;GABINETE DELEGADO;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.131.107;Kyocera;ECOSYS M3655idn;R4P2Z22627;Alfândega - Florianópolis;EVR/MEZANINO;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.140.38;Kyocera;ECOSYS M3655idn;R4P2Y13264;Joaçaba;DRF/JOA – 1º ANDAR;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.144.35;Kyocera;ECOSYS M3655idn;R4P2X12819;Joaçaba;DMA/JOA;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.140.40;Kyocera;ECOSYS M3655idn;R4P2Y13259;Joaçaba;DRF/JOA – 3º ANDAR (Sarep/EFI1);;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.180.28;Kyocera;ECOSYS M3655idn;R4P3428148;Alfandega - Itajaí/SC;RECEITA FEDERAL - ITAJAÍ;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.180.32;Kyocera;ECOSYS M3655idn;R4P2Z19869;Alfandega - Itajaí/SC;RECEITA FEDERAL - ITAJAÍ;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.180.26;Kyocera;ECOSYS M3655idn;R4P2Z19874;Alfandega - Itajaí/SC;RECEITA FEDERAL - ITAJAÍ;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.113.31;Kyocera;ECOSYS M3655idn;R4P2Y13265;Criciúma;ARF/CRI;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.180.35;Kyocera;ECOSYS M3655idn;R4P2Z19871;Alfandega - Itajaí/SC;RECEITA FEDERAL - ITAJAÍ;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.180.23;Kyocera;ECOSYS M3655idn;R4P2Z19865;Alfandega - Itajaí/SC;RECEITA FEDERAL - ITAJAÍ;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.180.30;Kyocera;ECOSYS M3655idn;R4P2Z19873;Alfandega - Itajaí/SC;RECEITA FEDERAL - ITAJAÍ;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.161.103;Kyocera;ECOSYS M3655idn;R4P2Z19708;Joinville;SAPOL APOIO;;;;0;;09/09/2025
On;OrangeEvent;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M6235cidn;10.59.150.36;Kyocera;ECOSYS M6235cidn;RHC3300661;Alfandega - Dionísio Cerqueira/SC;CAC MONO E COLOR;;;;0;;09/09/2025
On;RedEvent;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.161.102;Kyocera;ECOSYS M3655idn;R4P2Z19883;Joinville;SAPOL;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS P2040dw;10.59.109.62;Kyocera;ECOSYS P2040dw;VD23178659;Florianópolis;EFI1-Sala 208;;;;0;;09/09/2025
On;RedEvent;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.131.106;Kyocera;ECOSYS M3655idn;R4P2Z22622;Alfândega - Florianópolis;DMA/DEPOS;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.131.108;Kyocera;ECOSYS M3655idn;R4P2Z22618;Alfândega - Florianópolis;EVR/MEZANINO;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.168.151;Kyocera;ECOSYS M3655idn;R4P2Z19920;Mafra;MAFRA 01;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.144.36;Kyocera;ECOSYS M3655idn;R4P2X12815;Joaçaba;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.131.105;Kyocera;ECOSYS M3655idn;R4P2Z19886;Florianópolis;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.168.152;Kyocera;ECOSYS M3655idn;R4P2Z19919;Mafra;MAFRA 02;;;;0;;09/09/2025
On;OrangeEvent;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS P2040dw;10.59.120.21;Kyocera;ECOSYS P2040dw;VD23178654;Florianópolis;DRJ09;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;True;Network;RECEITA_FEDERAL_SC;Kyocera ECOSYS M3655idn;10.59.161.112;Kyocera;ECOSYS M3655idn;R4P2Z19713;Joinville;EVR;;;;0;;09/09/2025
